PK,NOMBRE,EQUIPAMIENTO,TRANSPORTE,DESCRIPCION,ACCESIBILIDAD,CONTENT-URL,NOMBRE-VIA,CLASE-VIAL,TIPO-NUM,NUM,LOCALIDAD,PROVINCIA,CODIGO-POSTAL,BARRIO,DISTRITO,COORDENADA-X,COORDENADA-Y,LATITUD,LONGITUD,TELEFONO,FAX,TIPO
5204,Colegio P�blico Juan Gris,Comedor - Transporte - Horario ampliado - Planes de mejora,"BUS: 58 , 142 , 54 METRO: Congosto", ENSE�ANZA: Educaci�n Infantil - Primaria  ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=3691a3f5ca71c010VgnVCM1000000b205a0aRCRD,MUELA DE SAN JUAN,CALLE,V,31,MADRID,MADRID,28031,CASCO H.VALLECAS,VILLA DE VALLECAS,447701,4469508,40.372633463040025,-3.6173451376298167,913 327 264,913 327 263,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
5205,Colegio P�blico Juan Ram�n Jim�nez,Horario ampliado - Comedor,"METRO: Tetu�n BUS: 66 , 124", ENSE�ANZA: Educaci�n Infantil - Primaria  ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=8ba1a3f5ca71c010VgnVCM1000000b205a0aRCRD,MARQUES DE VIANA,CALLE,NUM,58,MADRID,MADRID,28039,VALDEACEDERAS,TETUAN,440490,4479624,40.46327856245691,-3.7032287227178435,915 717 512,914 250 976,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
5206,Colegio P�blico Juan Sebasti�n Elcano,Comedor - Horario ampliado - Planes de mejora,"METRO: Usera BUS: 6 , 23 , 47", ENSE�ANZA: Educaci�n Infantil - Primaria  ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=d0c1a3f5ca71c010VgnVCM1000000b205a0aRCRD,MIRASIERRA,CALLE,NUM,29,MADRID,MADRID,28026,MOSCARDO,USERA,440294,4471385,40.38904382319174,-3.704765272620041,914 765 139,914 768 107,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
5207,Colegio P�blico Juan Zarag�eta,Transporte - Horario ampliado - Comedor - Planes de mejora,"METRO: San Lorenzo BUS: 72 , 87", ENSE�ANZA: Educaci�n Infantil - Primaria - Ense�anza biling&uuml;e   ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=26d1a3f5ca71c010VgnVCM1000000b205a0aRCRD,VIA DE LOS POBLADOS,CALLE,V,19,MADRID,MADRID,28033,VALDEFUENTES,HORTALEZA,446619,4480558,40.47210978701385,-3.631007402473766,917 630 869 - 913 821 057,917 630 869,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
5203,Colegio P�blico Juan de la Cierva,Comedor -  Horario ampliado - Planes de mejora - Integraci�n preferente (Trastornos generales del desarrollo)," BUS: 22 , 59 , 79 , 85 , 123 , 130  METRO: Villaverde Bajo Cruce ", ENSE�ANZA: Educaci�n Infantil - Primaria  ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=e081a3f5ca71c010VgnVCM1000000b205a0aRCRD,VILLARROSA,CALLE,NUM,7,MADRID,MADRID,28041,LOS ROSALES,VILLAVERDE,441478,4467534,40.354436009188994,-3.690461923731924,917 965 560 - 917 230 235,917 965 560,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
5208,Colegio P�blico Juli�n Besteiro,Comedor - Planes de mejora,"METRO: Abrantes BUS: 47 , 108 , 118", ENSE�ANZA: Educaci�n Infantil - Primaria  ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=7be1a3f5ca71c010VgnVCM1000000b205a0aRCRD,ABRANTES,AVENIDA,NUM,79,MADRID,MADRID,28025,ABRANTES,CARABANCHEL,438306,4470466,40.38059274136839,-3.7281206806824976,915 600 091,915 655 204,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
176859,Colegio P�blico Juli�n Mar�as, Horario ampliado - Comedor. ,"BUS: 38 , 140",ENSE�ANZA: Educacion Infantil - Primaria,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=fe444b6faa61c010VgnVCM1000000b205a0aRCRD,BUDAPEST,CALLE,V,11,MADRID,MADRID,28022,ROSAS,SAN BLAS-CANILLEJAS,448996,4475550,40.42714432750662,-3.6025767698118516,917 609 323,917 609 319,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
5153,Colegio P�blico La Alameda,Comedor - Horario ampliado - Planes de mejora,"BUS: 38 , 48 , 140", ENSE�ANZA: Educaci�n infantil - Primaria - Ense�anza biling&uuml;e   ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=c002a3f5ca71c010VgnVCM1000000b205a0aRCRD,MUSAS,CALLE,NUM,9,MADRID,MADRID,28022,CANILLEJAS,SAN BLAS-CANILLEJAS,448509,4476708,40.43753723503757,-3.6084115811852313,917 411 453,913 204 540,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
6023,Colegio P�blico La Dehesa del Pr�ncipe,Comedor - Horario ampliado - Planes de mejora,METRO: Cuatro Vientos BUS: 139 RENFE: Cuatro Vientos, ENSE�ANZA: Educacion Infantil - Primaria  ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=a1b4ae10c471c010VgnVCM1000000b205a0aRCRD,LANCEROS,PASEO,V,4,MADRID,MADRID,28024,CAMPAMENTO,LATINA,432715,4470420,40.37977209501616,-3.7939529685128695,915 091 679,915 090 044,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
5210,Colegio P�blico La Latina,Comedor - Horario ampliado - Planes de mejora - Integraci�n preferente (Trastornos generales del desarrollo),"METRO: Aluche BUS: 17 , 121 , 131 , H RENFE: Aluche", ENSE�ANZA: Educaci�n Infantil - Primaria  ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=1612a3f5ca71c010VgnVCM1000000b205a0aRCRD,MAQUEDA,CALLE,NUM,130,MADRID,MADRID,28024,ALUCHE,LATINA,435434,4471408,40.388887867589375,-3.7620245761086015,915 099 915,917 196 252,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
5294,Colegio P�blico La Rioja, Comedor - Planes de mejora ,"METRO: Miguel Hern�ndez BUS: 54 , 58 , 103 , 142 , 143 , 144", ENSE�ANZA: Educaci�n infantil - Primaria  ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=6b22a3f5ca71c010VgnVCM1000000b205a0aRCRD,LEON FELIPE,CALLE,NUM,3,MADRID,MADRID,28038,PALOMERAS SURESTE,PUENTE DE VALLECAS,446044,4471242,40.388148628884075,-3.637009550808539,917 773 912,917 773 912,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
5211,Colegio P�blico Legado Crespo,Comedor - Horario ampliado - Planes de mejora," METRO: Embajadores   BUS: 27 , 34 , 36 , 60 , 69 , 78 , 116 , 118 , 119   RENFE: Embajadores ", ENSE�ANZA: Educaci�n Infantil - Primaria - Ense�anza biling&uuml;e ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=b042a3f5ca71c010VgnVCM1000000b205a0aRCRD,ACACIAS,PASEO,V,2,MADRID,MADRID,28005,ACACIAS,ARGANZUELA,440380,4473134,40.404805864280796,-3.7039161461158803,915 286 325,915 286 325,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
5212,Colegio P�blico Leopoldo Alas,Comedor - Horario ampliado - Planes de mejora,"BUS: 15 , 28 , 106 , 110 , 210", ENSE�ANZA: Educaci�n Infantil - Primaria  ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=0652a3f5ca71c010VgnVCM1000000b205a0aRCRD,PEDREZUELA,CALLE,NUM,18,MADRID,MADRID,28017,VENTAS,CIUDAD LINEAL,444683,4475703,40.42824645764569,-3.6534325307123314,914 033 755,914 042 281,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
4974266,Colegio P�blico Leopoldo Calvo Sotelo,Horario ampliado - Comedor," BUS: 172, 176 ", ENSE�ANZA: Educacion Infantil - Primaria - Ense�anza biling&uuml;e   ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=7205ffc4131ab110VgnVCM2000000c205a0aRCRD,CASTIELLO DE JACA,CALLE,V,2,MADRID,MADRID,28050,VALVERDE,FUENCARRAL-EL PARDO,442903,4483774,40.50083316755261,-3.675143321637599,914 273 351,914 273 083,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
5213,Colegio P�blico Lepanto,Comedor - Horario ampliado,"METRO: Antonio Machado BUS: 42 , 127 , 132", ENSE�ANZA: Educaci�n Infantil - Primaria - Ense�anza biling&uuml;e   ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=5b62a3f5ca71c010VgnVCM1000000b205a0aRCRD,VALDERREY,CALLE,V,9,MADRID,MADRID,28035,VALDEZARZA,MONCLOA-ARAVACA,438984,4480209,40.46843902268448,-3.7210473028721722,913 160 937,913 738 204,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
5214,Colegio P�blico Lope de Vega,Comedor - Planes de mejora," Metro: Urgel   Bus: 34 , 35 , 118 , 119 ", ENSE�ANZA: Educaci�n Infantil - Primaria  ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=a082a3f5ca71c010VgnVCM1000000b205a0aRCRD,INGLATERRA,CALLE,NUM,8,MADRID,MADRID,28019,SAN ISIDRO,CARABANCHEL,438731,4472019,40.39460546257796,-3.7232402248952865,914 710 955,914 710 955,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
5215,Colegio P�blico Lorenzo Luzuriaga,Transporte - Comedor - Horario ampliado - Planes de mejora,"METRO: Herrera Oria BUS: 49 , 67 , 83 , 124 , 133 , 134", ENSE�ANZA: Educaci�n Infantil - Primaria - Ense�anza biling&uuml;e  ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=f592a3f5ca71c010VgnVCM1000000b205a0aRCRD,VALENCIA DE DON JUAN,CALLE,V,13,MADRID,MADRID,28034,LA PAZ,FUENCARRAL-EL PARDO,440648,4482217,40.48664862656937,-3.7016083209102453,917 305 938,917 314 362,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
64457,Colegio P�blico Los Almendros,Comedor - Horario ampliado,"METRO: Valdebernardo BUS: 8 , 71 , 130", ENSE�ANZA: Educaci�n infantil - Primaria  ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=c897598d1351c010VgnVCM1000000b205a0aRCRD,LADERA DE LOS ALMENDROS,CALLE,NUM,45,MADRID,MADRID,28032,CASCO H.VICALVARO,VICALVARO,447004,4472139,40.39629114218003,-3.625774203881319,917 510 982,917 726 814,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
5296,Colegio P�blico Los Rosales,Comedor -  Horario ampliado - Planes de mejora,"BUS: 85 , 123 , 713", ENSE�ANZA: Educaci�n Infantil - Primaria  ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=4ba2a3f5ca71c010VgnVCM1000000b205a0aRCRD,LOS ROSALES,AVENIDA,V,131,MADRID,MADRID,28021,BUTARQUE,VILLAVERDE,442548,4467228,40.35175390495651,-3.677834634453844,917 956 756,917 956 756,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
4974277,Colegio P�blico Loyola de Palacio,Comedor - Horario ampliado - Planes de mejora," METRO: LAS SUERTES  BUS: 142, 145 ",ENSE�ANZA: Educaci�n Infantil 2&ordm; Ciclo - Primaria - ESO,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=4c96ffc4131ab110VgnVCM2000000c205a0aRCRD,EMBALSE DE NAVACERRADA,CALLE,V,60,MADRID,MADRID,28051,CASCO H.VALLECAS,VILLA DE VALLECAS,449296,4468166,40.36064250120841,-3.5984510871197415,913 326 020 - 913 851 330,913 326 020,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
5216,Colegio P�blico Luis Bello,Comedor - Horario ampliado - Planes de mejora,"METRO: Prosperidad BUS: 1 , 9 , 73", ENSE�ANZA: Educaci�n Infantil - Primaria - Ense�anza biling&uuml;e -  ,1,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=90c2a3f5ca71c010VgnVCM1000000b205a0aRCRD,LUIS CABRERA,CALLE,V,66,MADRID,MADRID,28002,PROSPERIDAD,CHAMARTIN,442990,4477429,40.44368060148635,-3.6735452726272593,912 205 533,912 205 535,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
5217,Colegio P�blico Luis Cernuda,Comedor - Horario ampliado - Planes de mejora,"METRO: Esperanza, Arturo Soria   BUS: 9, 72, 73 ,120 ,122", ENSE�ANZA: Educaci�n Infantil - Primaria - Ense�anza biling&uuml;e   ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=e5d2a3f5ca71c010VgnVCM1000000b205a0aRCRD,CARRIL DEL CONDE,CALLE,V,64,MADRID,MADRID,28043,CANILLAS,HORTALEZA,444663,4479374,40.46131540437997,-3.6539887453598747,913 002 732,913 002 732,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
5218,Colegio P�blico Luis de G�ngora,Comedor," METRO: Pe�agrande   BUS: 42 , 126 , 132 , 137 , 147 ", ENSE�ANZA: Educaci�n Infantil - Primaria  ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=3be2a3f5ca71c010VgnVCM1000000b205a0aRCRD,SARRIA,CALLE,NUM,49,MADRID,MADRID,28029,EL PILAR,FUENCARRAL-EL PARDO,439552,4480888,40.47459730345878,-3.714412445984112,91 386 08 16,,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
42017,Colegio P�blico Madrid Sur,Comedor,BUS: 102 * 136 * 310 * 410 RENFE: El Pozo,  ENSE�ANZA : Educaci�n infantil - Primaria  ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=cfa7598d1351c010VgnVCM1000000b205a0aRCRD,PUERTO DE BALBARAN,CALLE,V,133,MADRID,MADRID,28018,PALOMERAS BAJAS,PUENTE DE VALLECAS,444478,4469969,40.37657755418934,-3.6553480036748622,91 785 55 39,,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
5792191,Colegio P�blico Maestro Padilla, Horario ampliado - Comedor ," Bus: 35, 118, 155 ", ENSE�ANZA: Educaci�n Infantil - Primaria - Ense�anza Biling&uuml;e ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=8b5800444dcca210VgnVCM2000000c205a0aRCRD,PESETA,AVENIDA,V,112,MADRID,MADRID,28054,BUENAVISTA,CARABANCHEL,436676,4468490,40.3626409159049,-3.747372159760245,911 731 852 - 699 502 386,911 724 720,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
5221,Colegio P�blico Manuel Bartolom� Coss�o,Comedor - Transporte -  Horario ampliado - Planes de mejora,"BUS: 17 , 139 RENFE: Fanjul", ENSE�ANZA: Educaci�n Infantil - Primaria - Ense�anza biling&uuml;e   ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=8003a3f5ca71c010VgnVCM1000000b205a0aRCRD,JOSE DE CADALSO,CALLE,V,19,MADRID,MADRID,28044,LAS AGUILAS,LATINA,434603,4470579,40.38135498597348,-3.7717294965452615,917 067 408 (Infantil) / 917 064 098 (Primaria),917 064 098,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
5223,Colegio P�blico Manuel N��ez de Arenas,Comedor - Transporte - Horario ampliado - Planes de mejora,"BUS: 24 , 102", ENSE�ANZA: Educaci�n infantil - Primaria  ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=2b23a3f5ca71c010VgnVCM1000000b205a0aRCRD,MARTOS,CALLE,V,120,MADRID,MADRID,28053,ENTREVIAS,PUENTE DE VALLECAS,443934,4469826,40.37525283072323,-3.661743346960403,917 855 972 - 917 855 923,917 860 204,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
5224,Colegio P�blico Manuel S�inz de Vicu�a, Comedor - Horario ampliado - Planes de mejora ," METRO: Vinateros BUS: 32 , 71 ", ENSE�ANZA: Educaci�n Infantil - Primaria - Ense�anza Biling&uuml;e - ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=7043a3f5ca71c010VgnVCM1000000b205a0aRCRD,CAMINO DE LOS VINATEROS,CALLE,NUM,104,MADRID,MADRID,28030,MARROQUINA,MORATALAZ,444960,4473613,40.4094369606419,-3.6499859326517705,914 391 349,913 285 625,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
5222,Colegio P�blico Manuel de Falla,Transporte - Comedor ,"BUS: 22 , 76 , 86 , 130 , 131 RENFE: Puente Alcocer", ENSE�ANZA: Educaci�n Infantil - Primaria  ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=d513a3f5ca71c010VgnVCM1000000b205a0aRCRD,JOSE ORTU&Ntilde;O PONCE,CALLE,V,2,MADRID,MADRID,28021,SAN ANDRES,VILLAVERDE,440193,4466636,40.34625498819677,-3.705508952749143,917 971 448,917 971 448,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
5226,Colegio P�blico Marcelo Usera,Comedor - Horario ampliado - Planes de mejora - Integraci�n preferente (Trastornos generales del desarrollo),"METRO: Usera BUS: 6 , 18 , 22 , 47 , 59 , 76 , 78 , 79 , 85 , 86 , 247", ENSE�ANZA: Educaci�n Infantil - Primaria  ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=1b63a3f5ca71c010VgnVCM1000000b205a0aRCRD,PERALES DE TAJU�A,CALLE,NUM,1,MADRID,MADRID,28026,ALMENDRALES,USERA,440730,4471172,40.3871562007155,-3.699608733660164,914 753 495,917 923 840,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
7048498,Colegio P�blico Margaret Thatcher,," BUS: 105, 151 ", ENSE�ANZAS: Segundo ciclo de Educaci�n Infantil - Primaria ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=8c8b39efd6cef310VgnVCM1000000b205a0aRCRD,PLAYA DE SAN LORENZO,GLORIETA,V,4,MADRID,MADRID,28042,TIMON,BARAJAS,450055,4480353,40.47047719759706,-3.5904597549954724,913 056 086,913 055 404,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
5228,Colegio P�blico Mariano Jos� de Larra,Comedor - Horario ampliado - Planes de mejora,"METRO: Las Musas BUS: 38 , 48 , 140", ENSE�ANZA: Educaci�n infantil - Primaria - Ense�anza biling&uuml;e   ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=b593a3f5ca71c010VgnVCM1000000b205a0aRCRD,LONGARES,CALLE,NUM,11,MADRID,MADRID,28022,ROSAS,SAN BLAS-CANILLEJAS,448456,4475939,40.43061532814977,-3.6089740337850564,913 133 789,917 759 574,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
5230,Colegio P�blico Marqu�s de Marcenado,Comedor - Horario ampliado,"BUS: 25 , 31 , 33 , 36 , 39 , 41 , 50 , 65 , 138", ENSE�ANZA: Educaci�n Infantil - Primaria  ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=0ba3a3f5ca71c010VgnVCM1000000b205a0aRCRD,LINNEO,CALLE,V,31,MADRID,MADRID,28005,IMPERIAL,ARGANZUELA,438979,4473763,40.410370492110424,-3.72048608485198,913 658 588,913 669 822,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
5231,Colegio P�blico Marqu�s de Suanzes,Comedor - Transporte - Horario ampliado - Integracion preferente (mot�ricos),"METRO: Suanzes BUS: 77 , 104 , 105", ENSE�ANZA: Educaci�n infantil - Primaria  ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=50c3a3f5ca71c010VgnVCM1000000b205a0aRCRD,VEINTICINCO DE SEPTIEMBRE,AVENIDA,NUM,1,MADRID,MADRID,28027,EL SALVADOR,SAN BLAS-CANILLEJAS,447144,4477333,40.44309078731439,-3.6245571705517694,917 412 072,913 203 617,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
5232,Colegio P�blico Mart�nez Monta��s,Comedor -  Horario ampliado - Planes de mejora," METRO: Pavones   BUS: 32 , 71 , 100 , 140 , 142 , 144 ", ENSE�ANZA: Educaci�n Infantil - Primaria - Ense�anza biling&uuml;e   ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=a5d3a3f5ca71c010VgnVCM1000000b205a0aRCRD,HACIENDA DE PAVONES,CALLE,V,223,MADRID,MADRID,28030,PAVONES,MORATALAZ,446318,4472768,40.40191354205018,-3.6339103602187524,917 738 878,917 738 878,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
5209,Colegio P�blico Mar�a Moliner, Comedor - Horario ampliado - Planes de mejora ," BUS: 4 , 38, 48 , 106, 140 METRO: Simancas, San Blas ", ENSE�ANZA: Educaci�n infantil - Primaria - Ense�anza biling&uuml;e  ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=6083a3f5ca71c010VgnVCM1000000b205a0aRCRD,ARCOS DE JALON,CALLE,V,34,MADRID,MADRID,28037,ARCOS,SAN BLAS-CANILLEJAS,447589,4475008,40.42217402076163,-3.619118046203692,913 133 969,913 069 463,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
5235,Colegio P�blico Men�ndez Pelayo,Comedor - Horario ampliado - Planes de mejora -Integraci�n preferente (auditivos).,"METRO: Atocha BUS: 6 , 19 , 27 , 34 , 45 , 47 ,55 , 59 , 69 , 85 , 86 , 102 , 247 RENFE: Atocha", ENSE�ANZA: Educaci�n Infantil - Primaria  ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=9514a3f5ca71c010VgnVCM1000000b205a0aRCRD,MENDEZ ALVARO,CALLE,V,16,MADRID,MADRID,28045,PALOS DE MOGUER,ARGANZUELA,441443,4473211,40.40557510310644,-3.691396695437019,915 272 781,915 397 381,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
5236,Colegio P�blico Men�ndez Pidal,Comedor - Horario ampliado - Integraci�n preferente (Tratornos generales del desarrollo),"METRO: Artilleros BUS: 8 , 20 , 30 , 71 , 100", ENSE�ANZA: Educaci�n Infantil - Primaria  ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=ea24a3f5ca71c010VgnVCM1000000b205a0aRCRD,ENCOMIENDA DE PALACIOS,CALLE,NUM,85,MADRID,MADRID,28030,FONTARRON,MORATALAZ,445702,4472620,40.400540243883796,-3.6411565174428118,917 736 781,913 016 012,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
5237,Colegio P�blico Meseta de Orcasitas,Comedor - Horario ampliado - Planes de mejora,"BUS: 6 , 60 , 78 , 81 , 116 , 121 , 131", ENSE�ANZA: Educaci�n Infantil - Primaria - Ense�anza biling&uuml;e   ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=3044a3f5ca71c010VgnVCM1000000b205a0aRCRD,CAMINO VIEJO DE VILLAVERDE,CALLE,NUM,1,MADRID,MADRID,28041,ORCASITAS,USERA,439790,4469491,40.37194535398157,-3.7105237988872513,913 413 045,913 417 861,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
5238,Colegio P�blico Mesonero Romanos, Comedor -  Horario ampliado - Planes de mejora ," BUS: 63 , 142 , 144 , E ", ENSE�ANZA: Educaci�n infantil - Primaria - Ense�anza biling&uuml;e  ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=8554a3f5ca71c010VgnVCM1000000b205a0aRCRD,PONT DE MOLINS,CALLE,NUM,31,MADRID,MADRID,28038,PORTAZGO,PUENTE DE VALLECAS,445423,4471861,40.39368443066321,-3.644378931194483,913 037 096,913 800 850,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos
