PK,NOMBRE,DESCRIPCION-ENTIDAD,HORARIO,TRANSPORTE,DESCRIPCION,ACCESIBILIDAD,CONTENT-URL,NOMBRE-VIA,CLASE-VIAL,ORIENTACION,LOCALIDAD,PROVINCIA,CODIGO-POSTAL,BARRIO,DISTRITO,COORDENADA-X,COORDENADA-Y,LATITUD,LONGITUD,TELEFONO,TIPO
5358,Colegio San Bernardo,,,"BUS: 17 , 25 , 36 , 50", ENSEÑANZA: Educación Infantil - Primaria - ESO - BACHILLERATO (Científico - Humanístico)  ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=24ba13db5b71c010VgnVCM1000000b205a0aRCRD,MANZANARES,AVENIDA,,MADRID,MADRID,28011,LOS CARMENES,LATINA,438800,4473503,40.40801513126677,-3.722570557753457,91 366 64 13,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPrivadosConcertados
5766,Colegio San Buenaventura,,,"METRO: Batán BUS: 33 , 36 , 39 , 65 ", ENSEÑANZA: Educación Infantil - Primaria - ESO - BACHILLERATO (Humanidades y C. Sociales - Ciencias y Tecnología)  ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=ace6ae10c471c010VgnVCM1000000b205a0aRCRD,EL GRECO,CALLE,,MADRID,MADRID,28011,LUCERO,LATINA,436741,4473475,40.40760870917065,-3.746832243048563,915 267 161,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPrivadosConcertados
5761,Colegio San Diego y San Vicente,,,"METRO: Rubén Darío BUS: 3 , 7 , 40 , 147", ENSEÑANZA: Educación Infantil (Primer y segundo ciclo) - Primaria - ESO - Enseñanza biling&uuml;e - ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=5ff6ae10c471c010VgnVCM1000000b205a0aRCRD,EDUARDO DATO,PASEO,,MADRID,MADRID,28010,ALMAGRO,CHAMBERI,441218,4476222,40.43268376893825,-3.6943269657722566,913 082 030 - 913 082 031,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPrivadosConcertados
5590,Colegio San Estanislao de Kostka (SEK) Santa Isabel,,,"METRO: Antón Martín , Atocha BUS: 6 , 19 , 26 , 27 , 32 , 34 , 45 , 47 , 57 , 59 , 85 , 86 , 141 RENFE: Atocha", ENSEÑANZA: Educación Infantil (2&ordm; ciclo) - Primaria  ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=0217ae10c471c010VgnVCM1000000b205a0aRCRD,SAN ILDEFONSO,CALLE,,MADRID,MADRID,28012,EMBAJADORES,CENTRO,441019,4473756,40.410454749070645,-3.6964438378117794,915 279 094,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPrivadosConcertados
6076,Colegio San Eulogio,,,METRO: Congosto BUS: 54 , ENSEÑANZA: Educación Infantil - Primaria - ESO  ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=b427ae10c471c010VgnVCM1000000b205a0aRCRD,LA REVOLTOSA,CALLE,,MADRID,MADRID,28031,CASCO H.VALLECAS,VILLA DE VALLECAS,447347,4469750,40.3747912316543,-3.6215348343604767,913 322 848,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPrivadosConcertados
5767,Colegio San Fermín,,,"BUS: 18 , 22 , 23 , 59 , 76 , 78 , 79 , 86", ENSEÑANZA: Educación Infantil - Primaria  ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=6737ae10c471c010VgnVCM1000000b205a0aRCRD,ESTAFETA,CALLE,,MADRID,MADRID,28041,SAN FERMIN,USERA,441348,4469559,40.37266922835702,-3.6921792960409503,917 920 535,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPrivadosConcertados
5498,Colegio San Francisco,,,, ENSEÑANZA: ESO - BACHILLERATO (Humanidades y C. Sociales - Ciencias y Tecnología)  ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=406bf3216571c010VgnVCM1000000b205a0aRCRD,FORTALEZA,CALLE,,MADRID,MADRID,28048,EL PARDO,FUENCARRAL-EL PARDO,434095,4487278,40.53174377125472,-3.779450180514026,913 761 750 - 913 761 599,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPrivadosConcertados
5413,Colegio San Francisco de Asís,,,"METRO: Concha Espina BUS: 7 , 16 , 29 , 43 , 51 , 52 , 120", ENSEÑANZA: Educación Infantil - Primaria - ESO - BACHILLERATO (Humanidades y Ciencias Sociales - Ciencias y Tecnología) - Enseñanza biling&uuml;e - ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=d6ca13db5b71c010VgnVCM1000000b205a0aRCRD,MADRE CARMEN DEL NIÑO JESUS,CALLE,,MADRID,MADRID,28002,EL VISO,CHAMARTIN,442387,4478240,40.45093581478766,-3.6807288475096285,915 634 404,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPrivadosConcertados
5768,Colegio San Gabriel,,,"BUS: 34 , 47 , 121 , 131 , 139", ENSEÑANZA: Educación Infantil - Primaria - ESO - BACHILLERATO (Humanidades y Ciencias Sociales - Ciencias y Tecnología - Artes - Artes plásticas diseño e imagen)  Formación Profesional de Grado Medio: Sistemas microinformáticos y redes  Formación Profesional de Grado Superior: Animación de actividades físicas y deportivas - Desarrollo de aplicaciones multiplataforma. ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=1a47ae10c471c010VgnVCM1000000b205a0aRCRD,EUGENIA DE MONTIJO,CALLE,,MADRID,MADRID,28025,VISTA ALEGRE,CARABANCHEL,436532,4470143,40.37769276521923,-3.7491287749270295,914 665 121,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPrivadosConcertados
5772,Colegio San Jaime Apóstol,,,"BUS: 22 , 59 , 79 , 130 RENFE: Villaverde Bajo", ENSEÑANZA: Educación infantil (Primer y segundo ciclo) - Educación Primaria ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=c95cc05ef571c010VgnVCM1000000b205a0aRCRD,JUAN JOSE MARTINEZ SECO,CALLE,,MADRID,MADRID,28021,LOS ROSALES,VILLAVERDE,441673,4467219,40.351611985420796,-3.6881368760618827,917 980 889,/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias
5771,Colegio San Javier,,,"BUS: 18 , 55 , 60"," ENSEÑANZA: Educación Infantil - Primaria - ESO - Enseñanza Biling&uuml;e  La Escuela Infantil está ubicada en C/ Valdelasierra, 9 ",0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=cc57ae10c471c010VgnVCM1000000b205a0aRCRD,SANTA MARIA DE LA CABEZA,PASEO,,MADRID,MADRID,28045,CHOPERA,ARGANZUELA,440520,4472304,40.39733884242238,-3.7021886731287,914 734 216 ,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPrivadosConcertados
6043,Colegio San José de Begoña,,,"METRO: Begoña BUS: 66 , 124 , 135 , 137", ENSEÑANZA: Primaria - ESO - BACHILLERATO (Humanidades y C. Sociales - Ciencias y Tecnología)  ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=2287ae10c471c010VgnVCM1000000b205a0aRCRD,MARCOS DE ORUETA,CALLE,,MADRID,MADRID,28034,VALVERDE,FUENCARRAL-EL PARDO,441879,4482006,40.48483511396788,-3.687065035609154,913 584 136,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPrivadosConcertados
5780,Colegio San José del Parque,,,"BUS: 114 , 115"," ENSEÑANZA: Educación Infantil (Primer y segundo ciclo) - Primaria - ESO - BACHILLERATO (Artes - Artes plásticas, diseño e imagen - Humanidades y C. Sociales - Ciencias y Tecnología)  ",0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=d497ae10c471c010VgnVCM1000000b205a0aRCRD,CHAMPAGNAT,AVENIDA,,MADRID,MADRID,28043,PIOVERA,HORTALEZA,445891,4478132,40.450207848823084,-3.6393994682111694,913 000 058,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPrivadosConcertados
5781,Colegio San José - Lucero,,,"METRO: Lucero BUS: 31 , 138", ENSEÑANZA: Educación Infantil - Primaria - ESO  ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=7f67ae10c471c010VgnVCM1000000b205a0aRCRD,PALMIPEDO,CALLE,,MADRID,MADRID,28047,LUCERO,LATINA,436783,4473051,40.40379234198255,-3.7462951052600655,914 647 203,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPrivadosConcertados
5779,Colegio San José. Calle Emilio Ferrari,,,METRO: Ascao BUS: 109,  Enseñanzas :    Segundo ciclo de Educación Infantil  Educación Primaria   Educación Secundaria Obligatoria   Formación Profesional Básica (Servicios Comerciales)  ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=87a7ae10c471c010VgnVCM1000000b205a0aRCRD,EMILIO FERRARI,CALLE,,MADRID,MADRID,28017,PUEBLO NUEVO,CIUDAD LINEAL,445877,4475788,40.42909088428024,-3.6393644785138735,913 674 075 - 914 083 034,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPrivadosConcertados
5774,Colegio San José. Calle Francisco Laguna,,,"BUS: 24 , 111 , 310", ENSEÑANZA: Educación Infantil - Primaria - ESO - Enseñanza biling&uuml;e - ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=3ab7ae10c471c010VgnVCM1000000b205a0aRCRD,FRANCISCO LAGUNA,CALLE,,MADRID,MADRID,28053,SAN DIEGO,PUENTE DE VALLECAS,443189,4471560,40.390823171552924,-3.6706736565935993,914 771 158,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPrivadosConcertados
5778,Colegio San José. Calle Marqués de Viana,,,"METRO: Tetuán BUS: 42 , 66 , 124", ENSEÑANZA: Educación Infantil - Primaria - ESO  ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=ecc7ae10c471c010VgnVCM1000000b205a0aRCRD,MARQUES DE VIANA,CALLE,,MADRID,MADRID,28039,BERRUGUETE,TETUAN,440606,4479504,40.462259347284196,-3.701944243508983,915 717 414,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPrivadosConcertados
5776,Colegio San José. Calle Moreno Nieto,,,"BUS: 31 , 36 , 41 , 50 , 65 , C", ENSEÑANZA: Educación Infantil (Primer y segundo ciclo) - Primaria - ESO - Enseñanza biling&uuml;e - ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=9fd7ae10c471c010VgnVCM1000000b205a0aRCRD,MORENO NIETO,CALLE,,MADRID,MADRID,28005,IMPERIAL,ARGANZUELA,439158,4473942,40.41199613125631,-3.7183937072776505,913 667 203,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPrivadosConcertados
5777,Colegio San José. Calle Pedro Escudero,,,"METRO: Buenos Aires BUS: 10 , 136 , 310 ", ENSEÑANZA: Educación Infantil - Primaria - ESO  ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=42f7ae10c471c010VgnVCM1000000b205a0aRCRD,PEDRO ESCUDERO,CALLE,,MADRID,MADRID,28018,PALOMERAS BAJAS,PUENTE DE VALLECAS,444461,4471240,40.38802636908375,-3.655659256078871,913 035 747,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPrivadosConcertados
6077,Colegio San Juan Bautista,,,"METRO: Estrecho BUS: 3 , 64 , 66 , 124 , 126 , 128", ENSEÑANZA: Educación Infantil - Primaria - ESO - BACHILLERATO (Humanidades y C. Sociales - Ciencias y Tecnología)  ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=0508f3216571c010VgnVCM1000000b205a0aRCRD,FRANCOS RODRIGUEZ,CALLE,,MADRID,MADRID,28039,BELLAS VISTAS,TETUAN,440420,4478717,40.45510291364264,-3.70396903286025,914 500 000,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPrivadosConcertados
6078,Colegio San Juan García,,,"BUS: 25 , 31 , 138", ENSEÑANZA: Primaria - ESO  ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=b718f3216571c010VgnVCM1000000b205a0aRCRD,CAMARENA,CALLE,,MADRID,MADRID,28047,ALUCHE,LATINA,436011,4472084,40.395022148365726,-3.7552948542232087,917 198 710,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPrivadosConcertados
5783,Colegio San Luis Felca,,,"METRO: Usera BUS: 6 , 81 ", ENSEÑANZA: Educación Infantil - Primaria  ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=6a28f3216571c010VgnVCM1000000b205a0aRCRD,DOLORES BARRANCO,CALLE,,MADRID,MADRID,28026,PRADOLONGO,USERA,439907,4470701,40.38285412460477,-3.7092600237187625,914 758 162,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPrivadosConcertados
5784,Colegio San Martín,,,"METRO: Vinateros BUS: 71 , 113 ", ENSEÑANZA: Educación Infantil - Primaria - ESO  ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=1d38f3216571c010VgnVCM1000000b205a0aRCRD,DOCTOR GARCIA TAPIA,AVENIDA,,MADRID,MADRID,28030,MARROQUINA,MORATALAZ,445154,4473881,40.41186409171672,-3.6477227769507454,91 439 06 24,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPrivadosConcertados
5787,Colegio San Patricio,,,"METRO: Concha Espina BUS: 7 , 43 , 51 , 120", ENSEÑANZA: Educación Infantil - Primaria  ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=d788f3216571c010VgnVCM1000000b205a0aRCRD,SERRANO,CALLE,Otra entrada por C/ Sil 23,MADRID,MADRID,28002,EL VISO,CHAMARTIN,442298,4478179,40.45038912189774,-3.681772893890903,915 638 420,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPrivadosConcertados
5788,Colegio San Pedro,,,"BUS: 22 , 59 , 79 , 130 RENFE: Villaverde Bajo", ENSEÑANZA: Educación Infantil - Primaria - ESO - Enseñanza biling&uuml;e -  ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=3da8f3216571c010VgnVCM1000000b205a0aRCRD,JOSE DEL PINO,CALLE,,MADRID,MADRID,28021,LOS ROSALES,VILLAVERDE,441593,4467150,40.350984783423186,-3.6890725410472816,917 979 551,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPrivadosConcertados
5789,Colegio San Pedro Apóstol,,,"Bus: 105 , 112, 115, 151",  Enseñanzas impartidas :   - Educación Infantil  - Educación Primaria - ESO  - Bachillerato (Ciencias y Tecnología - Humanidades y Ciencias Sociales) ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=8a98f3216571c010VgnVCM1000000b205a0aRCRD,BABILONIA,CALLE,,MADRID,MADRID,28042,CORRALEJOS,BARAJAS,450241,4480024,40.467524497304,-3.588251658872532,913 055 605,/contenido/entidadesYorganismos/CentrosEducacion/CentrosFormacionProfesionalPrivadosConcertados
5492,Colegio San Rafael Arcángel y Santa Luisa,,,"BUS: 64 , 83 , 133", ENSEÑANZA: Educación Infantil (Primer y segundo ciclo) - Primaria  ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=efb8f3216571c010VgnVCM1000000b205a0aRCRD,OTERO Y DELAGE,CALLE,,MADRID,MADRID,28035,PEÑA GRANDE,FUENCARRAL-EL PARDO,438153,4481068,40.476115616047736,-3.7309329974548016,913 161 723 - 913 169 535 - 913 169 573,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPrivadosConcertados
5414,Colegio San Ramón y San Antonio,,,"METRO: Concha Espina BUS: 7 , 16 , 29 , 43 , 51 , 52", ENSEÑANZA: Educación Infantil - Primaria - ESO - BACHILLERATO (Humanidades y C. Sociales - Ciencias y Tecnología)  ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=89da13db5b71c010VgnVCM1000000b205a0aRCRD,RODRIGUEZ MARIN,CALLE,,MADRID,MADRID,28002,EL VISO,CHAMARTIN,442542,4478144,40.45009082916007,-3.6788806458897585,915 637 091 -915 637 151,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPrivadosConcertados
22117,Colegio San Saturio,,,"METRO: Embajadores , Palos de la Frontera BUS: 6 , 27 , 34 , 36 , 41 , 55 , 60 , 78 , 116 , 118 , 119 , 148 , C RENFE: Embajadores", ENSEÑANZA: Educación Infantil - Primaria - ESO - BACHILLERATO (Humanidades y C. Sociales - Ciencias y Tecnología)  ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=9605e35bba51c010VgnVCM2000000c205a0aRCRD,SEBASTIAN HERRERA,CALLE,"OTRA ENTRADA POR C/ SEBASTIAN ELCANO, 18",MADRID,MADRID,28012,PALOS DE MOGUER,ARGANZUELA,440812,4473059,40.404170115789505,-3.6988185060140832,915 394 175,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPrivadosConcertados
5794,Colegio San Viator,,,"METRO: Plaza Elíptica BUS: 47 , 55 , 81 , 247 ", ENSEÑANZA: Educación Infantil - Primaria - ESO - BACHILLERATO (Humanidades y C. Sociales - Ciencias y Tecnología)  ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=92d8f3216571c010VgnVCM1000000b205a0aRCRD,FERNANDEZ LADREDA,PLAZA,,MADRID,MADRID,28026,ZOFIO,USERA,439233,4470905,40.38464288591588,-3.717219417771738,915 697 003,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPrivadosConcertados
5434,Colegio San Vicente,,,"BUS: 38 , 48 , 140 , 153", ENSEÑANZA: Educación Infantil - Primaria - ESO  ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=3cea13db5b71c010VgnVCM1000000b205a0aRCRD,BUTRON,CALLE,,MADRID,MADRID,28022,ROSAS,SAN BLAS-CANILLEJAS,448587,4475514,40.42679478655967,-3.6073952479105014,913 067 074,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPrivadosConcertados
31661,Colegio Santa Ana,,,"METRO: Colombia , Pío XII BUS: 7 , 11 , 16 , 29 , 40 , 51 , 52 , 87 , 150", ENSEÑANZA: BACHILLERATO (Humanidades y C. Sociales - Ciencias y Tecnología)  ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=250a059cb751c010VgnVCM2000000c205a0aRCRD,ALFONSO XIII,AVENIDA,,MADRID,MADRID,28016,NUEVA ESPAÑA,CHAMARTIN,442955,4479289,40.46043395493294,-3.6741253819113138,913 459 060,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPrivadosConcertados
6036,Colegio Santa Ana y San Rafael,,,"Metro: O'Donnell  Bus: 2 , 28 , 30 , 56 , 71 , 143 ",  Enseñanzas impartidas :   - Educación Infantil - Primaria - ESO - Bachillerato (Humanidades y C. Sociales - Ciencias y Tecnología) - Enseñanza biling&uuml;e  - Formación Profesional de Grado Superior: Administración y Finanzas - Desarrollo de productos electrónicos.  ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=f7f8f3216571c010VgnVCM1000000b205a0aRCRD,DOCTOR ESQUERDO,CALLE,,MADRID,MADRID,28028,FUENTE DEL BERRO,SALAMANCA,443381,4474975,40.421600482271224,-3.668715960678492,915 738 015,/contenido/entidadesYorganismos/CentrosEducacion/CentrosFormacionProfesionalPrivadosConcertados
5674,Colegio Santa Beatriz de Silva,,,"METRO: Abrantes BUS: 47 , 108 , 118 ", ENSEÑANZA: Educación Infantil - Primaria - ESO  ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=5d19f3216571c010VgnVCM1000000b205a0aRCRD,ALFONSO MARTINEZ CONDE,CALLE,,MADRID,MADRID,28025,ABRANTES,CARABANCHEL,438172,4470479,40.380727075803435,-3.729677174662924,915 607 943,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPrivadosConcertados
6263,Colegio Santa Bárbara,,,"Metro: La Latina  Bus: 3 , 31 , 50 , 60 , 65 , 148",  Enseñanzas impartidas :   - ESO - Bachillerato (Humanidades y C. Sociales - Ciencias y Tecnología)   - Formación Profesional de Grado Superior: Animación de actividades físicas y deportivas.  ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=aa09f3216571c010VgnVCM1000000b205a0aRCRD,PAJA,PLAZA,,MADRID,MADRID,28005,PALACIO,CENTRO,439748,4474013,40.412678727720156,-3.7114470842202367,913 652 340 - 913 652 172,/contenido/entidadesYorganismos/CentrosEducacion/CentrosFormacionProfesionalPrivadosConcertados
5422,Colegio Santa Catalina de Sena,,,"METRO: Colombia , Pío XII BUS: 7 , 11 , 16 , 29 , 40 , 51 , 52 , 87 , 150", ENSEÑANZA: Educación Infantil - Primaria - ESO - BACHILLERATO (Humanidades y C. Sociales - Ciencias y Tecnología) - Enseñanza biling&uuml;e ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=eefa13db5b71c010VgnVCM1000000b205a0aRCRD,ALFONSO XIII,AVENIDA,,MADRID,MADRID,28016,NUEVA ESPAÑA,CHAMARTIN,443062,4479282,40.46038718846832,-3.67287468758612,91 359 56 05,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPrivadosConcertados
5433,Colegio Santa Cruz. Calle Miguel Fleta,,,"METRO: García Noblejas BUS: 4 , 38 , 48 , 70 , 105", ENSEÑANZA: Educación Infantil - Primaria  ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=911b13db5b71c010VgnVCM1000000b205a0aRCRD,MIGUEL FLETA,CALLE,,MADRID,MADRID,28037,SIMANCAS,SAN BLAS-CANILLEJAS,446523,4476076,40.431727221436894,-3.631773366873145,913 040 609,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPrivadosConcertados
5681,Colegio Santa Elizabeth,,,"METRO: Conde Casal BUS: 14 , 32 , 56 , 63 , 143 , 145", ENSEÑANZA: Educación Infantil - Primaria  ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=1869f3216571c010VgnVCM1000000b205a0aRCRD,VIERA Y CLAVIJO,CALLE,,MADRID,MADRID,28007,NIÑO JESUS,RETIRO,443002,4473489,40.40818787760891,-3.6730498834009606,915 512 615,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPrivadosConcertados
5689,Colegio Santa Francisca Javier Cabrini,,,"METRO: Canillas BUS: 73 , 112 , 153", ENSEÑANZA: Educación Infantil - Primaria - ESO - BACHILLERATO (Humanidades y Ciencias Sociales - Ciencias y Tecnología - Ciencias) - Enseñanza Biling&uuml;e ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=ca79f3216571c010VgnVCM1000000b205a0aRCRD,SANTA FRANCISCA JAVIER CABRINI,CALLE,,MADRID,MADRID,28043,CANILLAS,HORTALEZA,40.4643036,-3.639659,,,913 002 513,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPrivadosConcertados
5691,Colegio Santa Gema Galgani,,,"Bus: 25 , 121 , 138", Enseñanzas impartidas: - Educación Infantil (Primer y segundo ciclo) - Primaria - ESO - Bachillerato (Humanidades y C. Sociales Ciencias y Tecnología) - Enseñanza biling&uuml;e. - Formación Profesional de Grado Medio: Gestión administrativa - Formación Profesional de Grado Superior: Animación de actividades físicas y deportivas - Educación infantil - Administración y finanzas - Imagen para el diagnóstico.  ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=7d89f3216571c010VgnVCM1000000b205a0aRCRD,ESCALONA,CALLE,,MADRID,MADRID,28024,ALUCHE,LATINA,435520,4472328,40.39718226159854,-3.7611047008793963,917 115 093,/contenido/entidadesYorganismos/CentrosEducacion/CentrosFormacionProfesionalPrivadosConcertados
5695,Colegio Santa Isabel,,,"METRO: Alonso Martínez , Chueca BUS: 3 , 21 , 37 , 40 , 149", ENSEÑANZA: Educación Infantil (Primer y segundo ciclo) - Primaria - ESO  ,0,http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=65c9f3216571c010VgnVCM1000000b205a0aRCRD,HORTALEZA,CALLE,,MADRID,MADRID,28004,JUSTICIA,CENTRO,440928,4475420,40.42543839705617,-3.6976711133706144,913 100 916 - 913 082 032,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPrivadosConcertados
